age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
23,Private,123490,HS-or-less,7,Previously-Married,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
32,Private,188245,HS-or-less,7,Not-Married,Other,Unmarried,Black,Female,0,0,40,United-States,<=50K
63,Private,50349,HS-or-less,9,Previously-Married,Other-service,Not-in-family,White,Female,0,0,34,United-States,<=50K
19,Self-emp,47176,Some-college,10,Not-Married,Craft-repair,Not-in-family,White,Female,0,0,15,United-States,<=50K
57,State-gov,290661,Doctorate,16,Previously-Married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,>50K
41,Private,221172,Bachelors,13,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
23,Private,188950,Assoc,11,Not-Married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
30,Private,356882,Doctorate,16,Not-Married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
43,Self-emp,150533,Assoc,12,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
64,Self-emp,167149,HS-or-less,4,Married,Other-service,Husband,White,Male,0,0,25,United-States,<=50K
56,Private,301835,HS-or-less,3,Previously-Married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,313729,HS-or-less,9,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,130957,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
17,Private,197732,HS-or-less,7,Not-Married,Other-service,Own-child,White,Female,0,0,12,United-States,<=50K
17,Private,250541,HS-or-less,6,Not-Married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K
29,Private,218785,Some-college,10,Married,Adm-clerical,Wife,White,Female,0,0,65,United-States,<=50K
23,Private,232512,HS-or-less,9,Previously-Married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
37,Private,194630,HS-or-less,9,Previously-Married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
39,Private,38721,HS-or-less,9,Previously-Married,Other,Unmarried,White,Female,0,0,22,United-States,<=50K
36,Private,201519,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
50,Private,279337,Bachelors,13,Previously-Married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K
41,Private,27187,Assoc,11,Married,Prof-specialty,Husband,White,Male,0,2415,12,United-States,>50K
31,Private,87560,Some-college,10,Not-Married,Machine-op-inspct,Not-in-family,White,Female,0,0,50,United-States,<=50K
71,Private,100820,HS-or-less,9,Married,Prof-specialty,Husband,White,Male,0,2489,15,United-States,<=50K
56,Private,208431,Some-college,10,Previously-Married,Exec-managerial,Not-in-family,Black,Female,0,0,32,United-States,<=50K
51,Private,143822,Some-college,10,Married,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
20,Private,163205,Some-college,10,Previously-Married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
53,Private,171924,Bachelors,13,Previously-Married,Prof-specialty,Not-in-family,White,Male,14344,0,55,United-States,>50K
33,State-gov,137616,Masters,14,Not-Married,Prof-specialty,Not-in-family,Black,Female,0,0,35,United-States,<=50K
27,Private,156516,Some-college,10,Married,Adm-clerical,Wife,Black,Female,0,2377,20,United-States,<=50K
40,Private,119101,Some-college,10,Married,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K
45,Private,117556,Some-college,10,Previously-Married,Adm-clerical,Unmarried,Black,Female,0,0,32,United-States,<=50K
54,Private,147863,Assoc,11,Married,Craft-repair,Husband,Asian-Pac-Islander,Male,5013,0,40,Other,<=50K
33,Self-emp,24504,HS-or-less,9,Previously-Married,Craft-repair,Other-relative,White,Male,0,0,50,United-States,<=50K
27,Private,157624,HS-or-less,9,Previously-Married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50K
36,Private,181721,HS-or-less,6,Not-Married,Farming-fishing,Own-child,Black,Male,0,0,60,United-States,<=50K
42,Local-gov,55363,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
33,Private,92865,Some-college,10,Not-Married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
19,Private,258633,Some-college,10,Not-Married,Adm-clerical,Own-child,White,Female,0,0,25,Other,<=50K
52,Federal-gov,221532,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
41,Local-gov,183224,Masters,14,Married,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,40,Other,>50K
30,Private,381153,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,300871,Some-college,10,Not-Married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
47,Private,33710,Bachelors,13,Married,Exec-managerial,Husband,White,Male,3103,0,60,United-States,>50K
26,Private,158333,HS-or-less,3,Not-Married,Transport-moving,Not-in-family,White,Male,0,0,40,Other,<=50K
36,Private,288103,HS-or-less,7,Previously-Married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
35,Private,108907,HS-or-less,9,Previously-Married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
46,Private,358533,Some-college,10,Married,Protective-serv,Husband,Black,Male,0,0,40,United-States,>50K
24,Private,126613,Bachelors,13,Not-Married,Prof-specialty,Own-child,White,Female,0,0,8,United-States,<=50K
30,Private,164190,Assoc,11,Married,Prof-specialty,Husband,White,Male,5178,0,52,United-States,>50K
38,Private,199816,HS-or-less,9,Previously-Married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
50,Private,98228,HS-or-less,9,Previously-Married,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K
41,Local-gov,129060,Some-college,10,Previously-Married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
38,Private,22245,HS-or-less,9,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
36,Private,226918,Bachelors,13,Not-Married,Sales,Not-in-family,Black,Male,0,0,48,United-States,<=50K
47,Private,398652,HS-or-less,9,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K
59,Private,268840,Some-college,10,Married,Adm-clerical,Other-relative,White,Female,0,0,16,United-States,>50K
35,Private,103710,Bachelors,13,Previously-Married,Prof-specialty,Unmarried,White,Female,0,0,16,Other,<=50K
59,Private,91384,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
52,Private,174767,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
37,Self-emp,126675,Assoc,11,Married,Sales,Husband,White,Male,0,0,60,United-States,>50K
52,Private,82285,Bachelors,13,Married,Other-service,Other-relative,Black,Female,0,0,40,Other,<=50K
51,Private,177727,Assoc,12,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
67,Self-emp,345236,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
58,Private,347692,HS-or-less,7,Previously-Married,Prof-specialty,Not-in-family,Black,Male,0,0,15,United-States,<=50K
68,Private,156000,HS-or-less,6,Previously-Married,Other-service,Unmarried,Black,Female,0,0,20,United-States,<=50K
71,Private,228806,HS-or-less,5,Previously-Married,Other,Not-in-family,Black,Female,0,0,6,United-States,<=50K
49,Local-gov,184428,Masters,14,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
35,Local-gov,102938,HS-or-less,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,161063,HS-or-less,9,Not-Married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
29,Private,253752,HS-or-less,6,Married,Farming-fishing,Wife,White,Female,0,0,40,United-States,<=50K
47,Self-emp,274800,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
31,Private,129804,HS-or-less,5,Not-Married,Farming-fishing,Not-in-family,White,Male,0,0,40,Other,<=50K
22,Federal-gov,65547,Some-college,10,Not-Married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K
57,Private,161097,HS-or-less,9,Previously-Married,Sales,Not-in-family,White,Female,0,0,26,United-States,<=50K
18,Private,118376,Some-college,10,Not-Married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
32,Private,131224,HS-or-less,9,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,120985,HS-or-less,9,Previously-Married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
37,Private,215392,Bachelors,13,Previously-Married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Private,63685,HS-or-less,9,Married,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,Other,<=50K
48,Private,131826,Some-college,10,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
39,Private,211440,HS-or-less,9,Married,Transport-moving,Husband,White,Male,0,0,55,United-States,>50K
35,Private,31023,Bachelors,13,Married,Sales,Husband,White,Male,0,0,45,United-States,<=50K
40,Private,145439,HS-or-less,3,Married,Other-service,Husband,Other,Male,4064,0,40,Other,<=50K
19,Private,255161,HS-or-less,9,Not-Married,Sales,Own-child,White,Male,0,0,25,United-States,<=50K
28,Private,411950,HS-or-less,9,Previously-Married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,275818,Some-college,10,Not-Married,Sales,Not-in-family,White,Female,0,1974,40,United-States,<=50K
18,Private,318082,Some-college,10,Not-Married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
23,Local-gov,287988,Bachelors,13,Not-Married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Local-gov,138342,HS-or-less,7,Married,Transport-moving,Husband,White,Male,3411,0,40,Other,<=50K
42,Federal-gov,115932,Bachelors,13,Previously-Married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,60358,Some-college,10,Not-Married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
17,Private,140117,HS-or-less,6,Not-Married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K
34,Private,158040,Bachelors,13,Not-Married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
30,Self-emp,321990,Masters,14,Married,Exec-managerial,Husband,White,Male,15024,0,60,Other,>50K
29,Private,232784,Assoc,12,Not-Married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,349368,Some-college,10,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
46,Federal-gov,325573,HS-or-less,9,Not-Married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
69,Private,140176,HS-or-less,9,Married,Sales,Husband,White,Male,0,0,24,United-States,<=50K
50,Private,128478,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
19,Private,318264,Some-college,10,Not-Married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K
59,Private,147989,HS-or-less,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,Other,<=50K
45,Federal-gov,155659,Some-college,10,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
41,State-gov,288433,Masters,14,Not-Married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
47,Federal-gov,329205,Bachelors,13,Previously-Married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
64,Private,171373,HS-or-less,7,Previously-Married,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K
29,Private,228860,Some-college,10,Married,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
29,Private,196116,Prof-school,15,Previously-Married,Prof-specialty,Own-child,White,Female,2174,0,72,United-States,<=50K
17,Private,47771,HS-or-less,7,Not-Married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
24,Private,201680,HS-or-less,9,Not-Married,Adm-clerical,Unmarried,White,Male,0,0,60,United-States,<=50K
28,Private,337378,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,246449,HS-or-less,9,Not-Married,Other-service,Not-in-family,White,Male,3325,0,50,United-States,<=50K
48,Private,227714,Bachelors,13,Married,Sales,Husband,White,Male,0,0,60,United-States,<=50K
36,Private,177285,Assoc,11,Not-Married,Prof-specialty,Unmarried,Black,Female,0,0,38,United-States,<=50K
38,Private,71701,Assoc,11,Not-Married,Craft-repair,Not-in-family,White,Female,0,0,40,Other,<=50K
49,Private,30219,HS-or-less,9,Previously-Married,Craft-repair,Not-in-family,White,Male,0,1669,40,United-States,<=50K
42,Private,280167,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
36,Self-emp,27408,Assoc,11,Married,Sales,Husband,White,Male,0,0,60,United-States,<=50K
25,Private,167031,HS-or-less,6,Not-Married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Other,<=50K
41,Private,173682,Masters,14,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,Self-emp,278557,HS-or-less,9,Married,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
32,Private,113688,Assoc,11,Previously-Married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
41,Self-emp,252986,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
48,Private,33669,Some-college,10,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
56,Private,100776,HS-or-less,9,Married,Sales,Wife,White,Female,0,0,50,United-States,<=50K
47,Self-emp,177457,Some-college,10,Married,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
30,State-gov,312767,HS-or-less,9,Not-Married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
51,Private,43354,HS-or-less,7,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
22,Self-emp,375422,Bachelors,13,Not-Married,Adm-clerical,Own-child,White,Male,0,0,40,Other,<=50K
49,Self-emp,263568,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
67,Private,74335,HS-or-less,9,Previously-Married,Prof-specialty,Not-in-family,White,Female,0,0,10,Other,<=50K
26,Private,302097,HS-or-less,9,Married,Machine-op-inspct,Husband,White,Male,3464,0,48,United-States,<=50K
35,Private,248010,Bachelors,13,Married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
37,Private,87369,HS-or-less,5,Previously-Married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
34,Private,405577,Some-college,10,Not-Married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,State-gov,167065,HS-or-less,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,102476,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
28,Federal-gov,526528,Some-college,10,Not-Married,Adm-clerical,Unmarried,Black,Female,3887,0,40,United-States,<=50K
32,Private,175878,HS-or-less,4,Married,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
55,Private,213894,HS-or-less,7,Previously-Married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
17,Private,150262,HS-or-less,7,Not-Married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
40,Private,75363,Some-college,10,Previously-Married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,272671,Bachelors,13,Previously-Married,Sales,Own-child,White,Male,0,0,50,United-States,<=50K
67,Self-emp,411007,HS-or-less,9,Previously-Married,Exec-managerial,Not-in-family,White,Female,15831,0,40,United-States,>50K
44,Private,222434,HS-or-less,9,Previously-Married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
26,Private,180246,Some-college,10,Married,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K
25,Private,171236,HS-or-less,9,Previously-Married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
45,Private,367037,HS-or-less,9,Previously-Married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,304651,HS-or-less,9,Married,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
62,Private,97017,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
20,Private,146879,HS-or-less,9,Not-Married,Other-service,Not-in-family,White,Male,0,2001,40,United-States,<=50K
45,State-gov,320818,Some-college,10,Married,Other-service,Other-relative,Black,Male,0,0,40,Other,<=50K
47,Self-emp,84735,Masters,14,Married,Prof-specialty,Wife,White,Female,0,0,20,United-States,>50K
49,Private,184428,Bachelors,13,Previously-Married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,326886,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
24,Private,169624,HS-or-less,9,Previously-Married,Prof-specialty,Unmarried,Black,Female,0,0,37,United-States,<=50K
29,Private,212102,HS-or-less,9,Previously-Married,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
23,Private,175837,HS-or-less,7,Not-Married,Farming-fishing,Other-relative,White,Female,0,0,40,Other,<=50K
50,Private,177487,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,286750,Bachelors,13,Married,Exec-managerial,Husband,Black,Male,0,1902,40,United-States,>50K
44,Private,171424,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
32,Private,194981,HS-or-less,9,Married,Tech-support,Wife,White,Female,0,0,36,United-States,<=50K
73,Private,199362,HS-or-less,9,Married,Other-service,Husband,White,Male,0,0,30,United-States,<=50K
24,Private,204226,Masters,14,Not-Married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,State-gov,72506,HS-or-less,9,Married,Other-service,Wife,Black,Female,0,0,40,United-States,<=50K
61,Self-emp,61040,Some-college,10,Married,Sales,Husband,White,Male,7688,0,36,United-States,>50K
37,Federal-gov,194630,Masters,14,Not-Married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
29,Private,391867,Assoc,11,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
40,Private,94080,Assoc,12,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
17,Private,289405,HS-or-less,7,Not-Married,Machine-op-inspct,Own-child,Other,Male,0,0,12,United-States,<=50K
30,Private,170130,HS-or-less,9,Previously-Married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
19,Private,158118,HS-or-less,9,Not-Married,Other-service,Not-in-family,White,Female,0,1719,40,United-States,<=50K
30,Private,447739,Doctorate,16,Not-Married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
90,Private,39824,HS-or-less,9,Previously-Married,Prof-specialty,Not-in-family,White,Male,401,0,4,United-States,<=50K
76,Private,312500,HS-or-less,3,Previously-Married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Private,223342,HS-or-less,9,Previously-Married,Adm-clerical,Unmarried,White,Female,0,1504,35,United-States,<=50K
65,Private,293385,HS-or-less,1,Married,Prof-specialty,Husband,Black,Male,0,0,30,United-States,<=50K
25,Private,106377,Some-college,10,Not-Married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
41,Private,66118,Bachelors,13,Previously-Married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
47,Private,274883,HS-or-less,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
27,Local-gov,123773,Assoc,12,Not-Married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
42,Local-gov,70655,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
49,Private,177426,HS-or-less,9,Previously-Married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
37,Private,200374,Bachelors,13,Married,Sales,Husband,White,Male,0,1902,40,United-States,>50K
19,State-gov,159269,Some-college,10,Not-Married,Adm-clerical,Own-child,White,Male,0,0,15,United-States,<=50K
24,Private,235894,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
34,Local-gov,97723,Prof-school,15,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
33,Private,167309,Bachelors,13,Not-Married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Self-emp,98106,Some-college,10,Previously-Married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Federal-gov,22201,Bachelors,13,Married,Adm-clerical,Husband,Asian-Pac-Islander,Male,7298,0,40,Other,>50K
45,Private,108993,HS-or-less,9,Not-Married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
35,Private,265954,Bachelors,13,Not-Married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
58,Self-emp,100960,HS-or-less,9,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
45,Private,170092,Some-college,10,Previously-Married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
54,Private,326156,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
45,Private,216932,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
69,Private,36956,Some-college,10,Married,Exec-managerial,Husband,White,Male,20051,0,50,United-States,>50K
24,Private,214014,HS-or-less,9,Not-Married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
36,Private,99872,HS-or-less,9,Married,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Other,<=50K
61,State-gov,151459,HS-or-less,6,Not-Married,Other-service,Not-in-family,Black,Female,0,0,38,United-States,<=50K
57,Self-emp,161662,Bachelors,13,Married,Exec-managerial,Husband,White,Male,7688,0,60,United-States,>50K
56,Private,367200,HS-or-less,9,Previously-Married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
35,Private,86648,Masters,14,Married,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K
51,Local-gov,168539,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
50,Private,140741,HS-or-less,7,Not-Married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K
25,Private,197651,Some-college,10,Not-Married,Tech-support,Own-child,White,Female,0,0,43,United-States,<=50K
46,Private,123053,Masters,14,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Other,>50K
23,Private,330571,Bachelors,13,Not-Married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
44,Private,204235,HS-or-less,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
38,State-gov,346766,HS-or-less,9,Previously-Married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
35,Private,257250,HS-or-less,9,Not-Married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,163396,Some-college,10,Not-Married,Tech-support,Not-in-family,Other,Female,0,0,40,United-States,<=50K
78,Private,135839,HS-or-less,9,Previously-Married,Prof-specialty,Not-in-family,White,Female,1086,0,20,United-States,<=50K
18,Private,36251,HS-or-less,6,Not-Married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
40,Private,149102,HS-or-less,9,Married,Handlers-cleaners,Not-in-family,White,Male,2174,0,60,Other,<=50K
61,Private,222395,HS-or-less,9,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
31,State-gov,29152,HS-or-less,8,Married,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
33,Private,79303,HS-or-less,9,Married,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
35,Private,272338,Assoc,11,Previously-Married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
55,State-gov,200497,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
19,Private,148392,HS-or-less,9,Not-Married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K
31,Private,164243,Some-college,10,Married,Craft-repair,Husband,White,Male,0,1579,40,United-States,<=50K
43,State-gov,129298,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
49,Local-gov,174981,Masters,14,Married,Exec-managerial,Husband,Black,Male,0,0,47,United-States,>50K
48,Local-gov,328610,Prof-school,15,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
27,Private,77774,HS-or-less,9,Not-Married,Machine-op-inspct,Own-child,White,Female,0,0,34,United-States,<=50K
38,State-gov,134069,Masters,14,Married,Exec-managerial,Husband,White,Male,7298,0,60,United-States,>50K
35,Private,209214,HS-or-less,9,Married,Adm-clerical,Wife,White,Female,4386,0,35,United-States,>50K
29,Private,153805,HS-or-less,9,Not-Married,Machine-op-inspct,Other-relative,Other,Male,0,0,40,Other,<=50K
27,Private,168827,Bachelors,13,Not-Married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
31,Private,373432,HS-or-less,5,Married,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
26,Private,57600,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
53,Self-emp,302847,HS-or-less,9,Married,Sales,Husband,White,Male,0,0,35,United-States,<=50K
23,Private,227594,HS-or-less,9,Not-Married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
32,Federal-gov,44777,HS-or-less,9,Previously-Married,Machine-op-inspct,Not-in-family,Black,Male,0,0,46,United-States,<=50K
54,Private,133963,HS-or-less,9,Previously-Married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
36,Private,279615,Bachelors,13,Previously-Married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
22,Private,276133,HS-or-less,9,Not-Married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
62,Private,136314,Some-college,10,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
41,Private,204410,HS-or-less,9,Married,Craft-repair,Husband,White,Male,0,1485,44,United-States,>50K
59,Self-emp,223215,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
43,Private,184625,HS-or-less,9,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
34,Self-emp,265917,HS-or-less,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
27,Private,158647,Some-college,10,Not-Married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,22055,Some-college,10,Married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,<=50K
41,Local-gov,176716,HS-or-less,9,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
42,Private,270721,Bachelors,13,Not-Married,Prof-specialty,Not-in-family,White,Male,0,0,32,United-States,<=50K
24,Private,100321,Some-college,10,Previously-Married,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,<=50K
35,Private,79050,HS-or-less,9,Not-Married,Transport-moving,Unmarried,Black,Male,0,0,72,United-States,<=50K
40,Local-gov,42703,Some-college,10,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
46,Private,116952,HS-or-less,4,Married,Prof-specialty,Wife,White,Female,0,0,45,United-States,<=50K
45,Private,331643,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
33,Private,207937,HS-or-less,9,Not-Married,Craft-repair,Not-in-family,White,Male,0,1092,40,United-States,<=50K
68,Private,223486,HS-or-less,9,Previously-Married,Other-service,Unmarried,White,Female,0,0,7,Other,<=50K
33,Private,340332,Bachelors,13,Previously-Married,Exec-managerial,Not-in-family,Black,Female,0,0,45,United-States,<=50K
23,Private,184813,Some-college,10,Married,Other-service,Husband,White,Male,0,0,20,United-States,<=50K
42,Self-emp,32185,Bachelors,13,Married,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
